scenario_id,scenario_label,season,week,game_id,home_team,away_team,spread_home,close_spread_home,total,close_total,wind_open,wx_wind_mph,wx_precip_pct,wx_temp_f,roof_closed_flag,roof_open_flag,neutral_site_flag,rest_days_diff,elo_diff,net_margin_diff,home_inj_starters_out,away_inj_starters_out,home_def_ppg,away_def_ppg,home_def_sack_rate_ema,away_def_sack_rate_ema,home_def_sack_rate,away_def_sack_rate,scenario_applies,scenario_wind_open_add_mph,scenario_wx_precip_add_pct,scenario_wx_temp_add_f,scenario_home_inj_starters_add,scenario_away_inj_starters_add,scenario_neutral_site_flag,scenario_rest_days_diff_add,scenario_elo_diff_add,scenario_net_margin_diff_add,scenario_home_def_sack_rate_add,scenario_away_def_sack_rate_add,scenario_spread_home_add,scenario_total_add,scenario_pred_margin_add,scenario_pred_total_add,scenario_ats_sigma_override,scenario_total_sigma_override,scenario_apply_when_mode,scenario_apply_when
v2_elo_minus100,Home Elo -100 (diff),2025,2,2025_02_TB_HOU,Houston Texans,Tampa Bay Buccaneers,-2.5,-2.5,42.5,42.5,,,,,1,0,0,0.0,-144.6363326652513,-8.0,0.0,0.0,14.0,20.0,0.09375,0.0212765957446808,0.09375,0.0212765957446808,1,0.0,0.0,0.0,0,0,,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_minus100,Home Elo -100 (diff),2025,2,2025_02_WAS_GB,Green Bay Packers,Washington Commanders,-3.5,-3.5,48.5,48.5,,,,,0,1,0,0.0,-10.926010012337883,-1.0,0.0,0.0,13.0,6.0,0.0930232558139534,0.0444444444444444,0.0930232558139534,0.0444444444444444,1,0.0,0.0,0.0,0,0,,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_ATL_MIN,Minnesota Vikings,Atlanta Falcons,2.5,2.5,31.5,31.5,,,,,1,0,0,-1.0,319.1785600575945,6.0,0.0,0.0,24.0,23.0,0.0465116279069767,0.027027027027027,0.0465116279069767,0.027027027027027,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_BUF_NYJ,New York Jets,Buffalo Bills,6.5,6.5,47.5,47.5,,,,,0,1,0,0.0,-267.1032725155085,-3.0,0.0,0.0,34.0,40.0,0.1176470588235294,0.0909090909090909,0.1176470588235294,0.0909090909090909,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_CAR_ARI,Arizona Cardinals,Carolina Panthers,-6.5,-6.5,44.5,44.5,,,,,1,0,0,0.0,282.2261179623665,23.0,0.0,0.0,13.0,26.0,0.0212765957446808,0.0,0.0212765957446808,0.0,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_CHI_DET,Detroit Lions,Chicago Bears,-6.5,-6.5,46.5,46.5,,,,,1,0,0,1.0,439.75284758933685,-11.0,0.0,0.0,27.0,27.0,0.0,0.1153846153846153,0.0,0.1153846153846153,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_CLE_BAL,Baltimore Ravens,Cleveland Browns,-12.5,-12.5,45.5,45.5,,,,,0,1,0,0.0,518.5793205917344,0.0,0.0,0.0,41.0,17.0,0.0185185185185185,0.1071428571428571,0.0185185185185185,0.1071428571428571,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_DEN_IND,Indianapolis Colts,Denver Broncos,2.5,2.5,43.5,43.5,,,,,1,0,0,0.0,-28.17416243994853,17.0,0.0,0.0,8.0,12.0,0.081081081081081,0.1764705882352941,0.081081081081081,0.1764705882352941,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_JAX_CIN,Cincinnati Bengals,Jacksonville Jaguars,-3.5,-3.5,49.5,49.5,,,,,0,1,0,0.0,307.92727000613604,-15.0,0.0,0.0,16.0,10.0,0.0416666666666666,0.025,0.0416666666666666,0.025,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_LAC_LV,Las Vegas Raiders,Los Angeles Chargers,3.5,3.5,46.5,46.5,,,,,1,0,0,-2.0,-79.7413176797022,1.0,0.0,0.0,13.0,21.0,0.0754716981132075,0.0425531914893617,0.0754716981132075,0.0425531914893617,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_LA_TEN,Tennessee Titans,Los Angeles Rams,5.5,5.5,41.5,41.5,,,,,0,1,0,0.0,-206.10496625590758,-13.0,0.0,0.0,20.0,9.0,0.0232558139534883,0.088235294117647,0.0232558139534883,0.088235294117647,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_NE_MIA,Miami Dolphins,New England Patriots,-1.5,-1.5,43.5,43.5,,,,,0,1,0,0.0,263.4158597963826,-18.0,1.0,0.0,33.0,20.0,0.0303030303030303,0.1052631578947368,0.0303030303030303,0.1052631578947368,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_NYG_DAL,Dallas Cowboys,New York Giants,-4.5,-4.5,44.5,44.5,,,,,1,0,0,3.0,264.85690277814183,11.0,0.0,0.0,24.0,21.0,0.0303030303030303,0.081081081081081,0.0303030303030303,0.081081081081081,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_PHI_KC,Kansas City Chiefs,Philadelphia Eagles,1.5,1.5,46.5,46.5,,,,,0,1,0,-1.0,31.265551039235334,-10.0,1.0,1.0,27.0,20.0,0.073170731707317,0.0,0.073170731707317,0.0,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_SEA_PIT,Pittsburgh Steelers,Seattle Seahawks,-3.0,-3.0,40.5,40.5,,,,,0,1,0,0.0,130.90776805897372,6.0,0.0,0.0,32.0,17.0,0.0384615384615384,0.0256410256410256,0.0384615384615384,0.0256410256410256,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_SF_NO,New Orleans Saints,San Francisco 49ers,2.5,2.5,40.5,40.5,,,,,1,0,0,0.0,-71.63781941910429,-11.0,0.0,1.0,20.0,13.0,0.1351351351351351,0.0416666666666666,0.1351351351351351,0.0416666666666666,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_TB_HOU,Houston Texans,Tampa Bay Buccaneers,-2.5,-2.5,42.5,42.5,,,,,1,0,0,0.0,55.3636673347487,-8.0,0.0,0.0,14.0,20.0,0.09375,0.0212765957446808,0.09375,0.0212765957446808,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_elo_plus100,Home Elo +100 (diff),2025,2,2025_02_WAS_GB,Green Bay Packers,Washington Commanders,-3.5,-3.5,48.5,48.5,,,,,0,1,0,0.0,189.07398998766212,-1.0,0.0,0.0,13.0,6.0,0.0930232558139534,0.0444444444444444,0.0930232558139534,0.0444444444444444,1,0.0,0.0,0.0,0,0,,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_ATL_MIN,Minnesota Vikings,Atlanta Falcons,2.5,2.5,31.5,31.5,,,,,1,0,0,-1.0,219.1785600575945,6.0,0.0,1.0,24.0,23.0,0.0465116279069767,0.027027027027027,0.0465116279069767,0.027027027027027,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_BUF_NYJ,New York Jets,Buffalo Bills,6.5,6.5,47.5,47.5,,,,,0,1,0,0.0,-367.1032725155085,-3.0,0.0,1.0,34.0,40.0,0.1176470588235294,0.0909090909090909,0.1176470588235294,0.0909090909090909,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_CAR_ARI,Arizona Cardinals,Carolina Panthers,-6.5,-6.5,44.5,44.5,,,,,1,0,0,0.0,182.22611796236652,23.0,0.0,1.0,13.0,26.0,0.0212765957446808,0.0,0.0212765957446808,0.0,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_CHI_DET,Detroit Lions,Chicago Bears,-6.5,-6.5,46.5,46.5,,,,,1,0,0,1.0,339.75284758933685,-11.0,0.0,1.0,27.0,27.0,0.0,0.1153846153846153,0.0,0.1153846153846153,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_CLE_BAL,Baltimore Ravens,Cleveland Browns,-12.5,-12.5,45.5,45.5,,,,,0,1,0,0.0,418.57932059173436,0.0,0.0,1.0,41.0,17.0,0.0185185185185185,0.1071428571428571,0.0185185185185185,0.1071428571428571,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_DEN_IND,Indianapolis Colts,Denver Broncos,2.5,2.5,43.5,43.5,,,,,1,0,0,0.0,-128.17416243994853,17.0,0.0,1.0,8.0,12.0,0.081081081081081,0.1764705882352941,0.081081081081081,0.1764705882352941,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_JAX_CIN,Cincinnati Bengals,Jacksonville Jaguars,-3.5,-3.5,49.5,49.5,,,,,0,1,0,0.0,207.92727000613604,-15.0,0.0,1.0,16.0,10.0,0.0416666666666666,0.025,0.0416666666666666,0.025,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_LAC_LV,Las Vegas Raiders,Los Angeles Chargers,3.5,3.5,46.5,46.5,,,,,1,0,0,-2.0,-179.7413176797022,1.0,0.0,1.0,13.0,21.0,0.0754716981132075,0.0425531914893617,0.0754716981132075,0.0425531914893617,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_LA_TEN,Tennessee Titans,Los Angeles Rams,5.5,5.5,41.5,41.5,,,,,0,1,0,0.0,-306.1049662559076,-13.0,0.0,1.0,20.0,9.0,0.0232558139534883,0.088235294117647,0.0232558139534883,0.088235294117647,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_NE_MIA,Miami Dolphins,New England Patriots,-1.5,-1.5,43.5,43.5,,,,,0,1,0,0.0,163.41585979638262,-18.0,1.0,1.0,33.0,20.0,0.0303030303030303,0.1052631578947368,0.0303030303030303,0.1052631578947368,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_NYG_DAL,Dallas Cowboys,New York Giants,-4.5,-4.5,44.5,44.5,,,,,1,0,0,3.0,164.85690277814183,11.0,0.0,1.0,24.0,21.0,0.0303030303030303,0.081081081081081,0.0303030303030303,0.081081081081081,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_PHI_KC,Kansas City Chiefs,Philadelphia Eagles,1.5,1.5,46.5,46.5,,,,,0,1,0,-1.0,-68.73444896076467,-10.0,1.0,2.0,27.0,20.0,0.073170731707317,0.0,0.073170731707317,0.0,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_SEA_PIT,Pittsburgh Steelers,Seattle Seahawks,-3.0,-3.0,40.5,40.5,,,,,0,1,0,0.0,30.907768058973716,6.0,0.0,1.0,32.0,17.0,0.0384615384615384,0.0256410256410256,0.0384615384615384,0.0256410256410256,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_SF_NO,New Orleans Saints,San Francisco 49ers,2.5,2.5,40.5,40.5,,,,,1,0,0,0.0,-171.6378194191043,-11.0,0.0,2.0,20.0,13.0,0.1351351351351351,0.0416666666666666,0.1351351351351351,0.0416666666666666,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_TB_HOU,Houston Texans,Tampa Bay Buccaneers,-2.5,-2.5,42.5,42.5,,,,,1,0,0,0.0,-44.6363326652513,-8.0,0.0,1.0,14.0,20.0,0.09375,0.0212765957446808,0.09375,0.0212765957446808,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus1,Away starters out +1,2025,2,2025_02_WAS_GB,Green Bay Packers,Washington Commanders,-3.5,-3.5,48.5,48.5,,,,,0,1,0,0.0,89.07398998766212,-1.0,0.0,1.0,13.0,6.0,0.0930232558139534,0.0444444444444444,0.0930232558139534,0.0444444444444444,1,0.0,0.0,0.0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_ATL_MIN,Minnesota Vikings,Atlanta Falcons,2.5,2.5,31.5,31.5,,,,,1,0,0,-1.0,219.1785600575945,6.0,0.0,2.0,24.0,23.0,0.0465116279069767,0.027027027027027,0.0465116279069767,0.027027027027027,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_BUF_NYJ,New York Jets,Buffalo Bills,6.5,6.5,47.5,47.5,,,,,0,1,0,0.0,-367.1032725155085,-3.0,0.0,2.0,34.0,40.0,0.1176470588235294,0.0909090909090909,0.1176470588235294,0.0909090909090909,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_CAR_ARI,Arizona Cardinals,Carolina Panthers,-6.5,-6.5,44.5,44.5,,,,,1,0,0,0.0,182.22611796236652,23.0,0.0,2.0,13.0,26.0,0.0212765957446808,0.0,0.0212765957446808,0.0,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_CHI_DET,Detroit Lions,Chicago Bears,-6.5,-6.5,46.5,46.5,,,,,1,0,0,1.0,339.75284758933685,-11.0,0.0,2.0,27.0,27.0,0.0,0.1153846153846153,0.0,0.1153846153846153,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_CLE_BAL,Baltimore Ravens,Cleveland Browns,-12.5,-12.5,45.5,45.5,,,,,0,1,0,0.0,418.57932059173436,0.0,0.0,2.0,41.0,17.0,0.0185185185185185,0.1071428571428571,0.0185185185185185,0.1071428571428571,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_DEN_IND,Indianapolis Colts,Denver Broncos,2.5,2.5,43.5,43.5,,,,,1,0,0,0.0,-128.17416243994853,17.0,0.0,2.0,8.0,12.0,0.081081081081081,0.1764705882352941,0.081081081081081,0.1764705882352941,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_JAX_CIN,Cincinnati Bengals,Jacksonville Jaguars,-3.5,-3.5,49.5,49.5,,,,,0,1,0,0.0,207.92727000613604,-15.0,0.0,2.0,16.0,10.0,0.0416666666666666,0.025,0.0416666666666666,0.025,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_LAC_LV,Las Vegas Raiders,Los Angeles Chargers,3.5,3.5,46.5,46.5,,,,,1,0,0,-2.0,-179.7413176797022,1.0,0.0,2.0,13.0,21.0,0.0754716981132075,0.0425531914893617,0.0754716981132075,0.0425531914893617,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_LA_TEN,Tennessee Titans,Los Angeles Rams,5.5,5.5,41.5,41.5,,,,,0,1,0,0.0,-306.1049662559076,-13.0,0.0,2.0,20.0,9.0,0.0232558139534883,0.088235294117647,0.0232558139534883,0.088235294117647,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_NE_MIA,Miami Dolphins,New England Patriots,-1.5,-1.5,43.5,43.5,,,,,0,1,0,0.0,163.41585979638262,-18.0,1.0,2.0,33.0,20.0,0.0303030303030303,0.1052631578947368,0.0303030303030303,0.1052631578947368,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_NYG_DAL,Dallas Cowboys,New York Giants,-4.5,-4.5,44.5,44.5,,,,,1,0,0,3.0,164.85690277814183,11.0,0.0,2.0,24.0,21.0,0.0303030303030303,0.081081081081081,0.0303030303030303,0.081081081081081,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_PHI_KC,Kansas City Chiefs,Philadelphia Eagles,1.5,1.5,46.5,46.5,,,,,0,1,0,-1.0,-68.73444896076467,-10.0,1.0,3.0,27.0,20.0,0.073170731707317,0.0,0.073170731707317,0.0,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_SEA_PIT,Pittsburgh Steelers,Seattle Seahawks,-3.0,-3.0,40.5,40.5,,,,,0,1,0,0.0,30.907768058973716,6.0,0.0,2.0,32.0,17.0,0.0384615384615384,0.0256410256410256,0.0384615384615384,0.0256410256410256,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_SF_NO,New Orleans Saints,San Francisco 49ers,2.5,2.5,40.5,40.5,,,,,1,0,0,0.0,-171.6378194191043,-11.0,0.0,3.0,20.0,13.0,0.1351351351351351,0.0416666666666666,0.1351351351351351,0.0416666666666666,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_TB_HOU,Houston Texans,Tampa Bay Buccaneers,-2.5,-2.5,42.5,42.5,,,,,1,0,0,0.0,-44.6363326652513,-8.0,0.0,2.0,14.0,20.0,0.09375,0.0212765957446808,0.09375,0.0212765957446808,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_away_plus2,Away starters out +2,2025,2,2025_02_WAS_GB,Green Bay Packers,Washington Commanders,-3.5,-3.5,48.5,48.5,,,,,0,1,0,0.0,89.07398998766212,-1.0,0.0,2.0,13.0,6.0,0.0930232558139534,0.0444444444444444,0.0930232558139534,0.0444444444444444,1,0.0,0.0,0.0,0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_ATL_MIN,Minnesota Vikings,Atlanta Falcons,2.5,2.5,31.5,31.5,,,,,1,0,0,-1.0,219.1785600575945,6.0,1.0,0.0,24.0,23.0,0.0465116279069767,0.027027027027027,0.0465116279069767,0.027027027027027,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_BUF_NYJ,New York Jets,Buffalo Bills,6.5,6.5,47.5,47.5,,,,,0,1,0,0.0,-367.1032725155085,-3.0,1.0,0.0,34.0,40.0,0.1176470588235294,0.0909090909090909,0.1176470588235294,0.0909090909090909,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_CAR_ARI,Arizona Cardinals,Carolina Panthers,-6.5,-6.5,44.5,44.5,,,,,1,0,0,0.0,182.22611796236652,23.0,1.0,0.0,13.0,26.0,0.0212765957446808,0.0,0.0212765957446808,0.0,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_CHI_DET,Detroit Lions,Chicago Bears,-6.5,-6.5,46.5,46.5,,,,,1,0,0,1.0,339.75284758933685,-11.0,1.0,0.0,27.0,27.0,0.0,0.1153846153846153,0.0,0.1153846153846153,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_CLE_BAL,Baltimore Ravens,Cleveland Browns,-12.5,-12.5,45.5,45.5,,,,,0,1,0,0.0,418.57932059173436,0.0,1.0,0.0,41.0,17.0,0.0185185185185185,0.1071428571428571,0.0185185185185185,0.1071428571428571,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_DEN_IND,Indianapolis Colts,Denver Broncos,2.5,2.5,43.5,43.5,,,,,1,0,0,0.0,-128.17416243994853,17.0,1.0,0.0,8.0,12.0,0.081081081081081,0.1764705882352941,0.081081081081081,0.1764705882352941,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_JAX_CIN,Cincinnati Bengals,Jacksonville Jaguars,-3.5,-3.5,49.5,49.5,,,,,0,1,0,0.0,207.92727000613604,-15.0,1.0,0.0,16.0,10.0,0.0416666666666666,0.025,0.0416666666666666,0.025,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_LAC_LV,Las Vegas Raiders,Los Angeles Chargers,3.5,3.5,46.5,46.5,,,,,1,0,0,-2.0,-179.7413176797022,1.0,1.0,0.0,13.0,21.0,0.0754716981132075,0.0425531914893617,0.0754716981132075,0.0425531914893617,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_LA_TEN,Tennessee Titans,Los Angeles Rams,5.5,5.5,41.5,41.5,,,,,0,1,0,0.0,-306.1049662559076,-13.0,1.0,0.0,20.0,9.0,0.0232558139534883,0.088235294117647,0.0232558139534883,0.088235294117647,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_NE_MIA,Miami Dolphins,New England Patriots,-1.5,-1.5,43.5,43.5,,,,,0,1,0,0.0,163.41585979638262,-18.0,2.0,0.0,33.0,20.0,0.0303030303030303,0.1052631578947368,0.0303030303030303,0.1052631578947368,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_NYG_DAL,Dallas Cowboys,New York Giants,-4.5,-4.5,44.5,44.5,,,,,1,0,0,3.0,164.85690277814183,11.0,1.0,0.0,24.0,21.0,0.0303030303030303,0.081081081081081,0.0303030303030303,0.081081081081081,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_PHI_KC,Kansas City Chiefs,Philadelphia Eagles,1.5,1.5,46.5,46.5,,,,,0,1,0,-1.0,-68.73444896076467,-10.0,2.0,1.0,27.0,20.0,0.073170731707317,0.0,0.073170731707317,0.0,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_SEA_PIT,Pittsburgh Steelers,Seattle Seahawks,-3.0,-3.0,40.5,40.5,,,,,0,1,0,0.0,30.907768058973716,6.0,1.0,0.0,32.0,17.0,0.0384615384615384,0.0256410256410256,0.0384615384615384,0.0256410256410256,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
v2_inj_home_plus1,Home starters out +1,2025,2,2025_02_SF_NO,New Orleans Saints,San Francisco 49ers,2.5,2.5,40.5,40.5,,,,,1,0,0,0.0,-171.6378194191043,-11.0,1.0,1.0,20.0,13.0,0.1351351351351351,0.0416666666666666,0.1351351351351351,0.0416666666666666,1,0.0,0.0,0.0,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,all,
